ID	name_txt
419522	Americamysis stucki
2628969	unclassified Coleotechnites
125170	Schlimmia stevensonii
379267	Osmitopsis asteriscoides
239881	bacterium K5
289459	Entomobrya dorsosignata
2636113	unclassified Costus
96914	Lampsilis cardium
318102	Thyridia repens
1640482	Trichilia quadrijuga
212957	Euphorbia pilosa
1683161	Chthonobacter albigriseus
1632580	bacterium YC-ZSS-LKJ183
1769933	Pentagramma viscosa
1655957	Cixius pini
1619591	Cortinarius croceosimilis
60334	Melanorivulus violaceus
340713	bacterium ML1-38
178808	Rhoicissus digitata
2006609	Anastrepha hyperacantha
586110	Gaultheria fragrantissima
1535253	Cardiospermum heringeri
175043	Primula auriculata
1771352	Rotylenchulus macrosomoides
135332	Austrolebias cinereus
463834	Ficus archboldiana
1520582	Streptomyces rutilus
572439	Norovirus Hu/GII/2005/6667/Chelyabinsk/RUS
596870	Tetragona ziegleri
665376	Sedum longipes
188570	Rhinolophus lepidus
513120	Dira clytus
258535	Hemigraphis ciliata
100771	Bobartia robusta
422357	Senecio retrorsus
302280	Norovirus Hu/Chiba/000337/2000/JP
1619982	Psammisia pedunculata
350302	Maxillaria molitor
252365	Leucobryum chlorophyllosum
313268	Luxemburgia schwackeana
1778786	Cuscuta modesta
174211	Anthurium jenmanii
150355	Harposporium anguillulae
2654121	Gyrothrix eucalypti
2677656	unclassified Philoserica
388159	Penstemon haydenii
2586871	Asplenium macraei
405037	Yramea inca
402017	Lethedon balansae
500426	Notholaena greggii
503797	Norovirus water/GII/Gyeonggi/S15/2003/KOR
1634119	Atacamacris diminuta
1770526	Hymenobacter crusticola
63433	Leptopilina boulardi
2020305	environmental samples
179743	Salix paradoxa
509326	Vettius artona
1304	Streptococcus salivarius
29760	Vitis vinifera
